Fighter,Height,Weight,Style(op),Country,Age,Stance,Wins KO,Losses Ko,Wins Sub,Losses Sub,Total Wins,Total Losses,Total Draw
Ryan Wilson,0,0,Mixed Martial Artist,USA,,,0,1,0,0,0,1,0
Sean Wilson,0,0,,,10/20/198,,0,4,0,4,0,8,0
Stanlee Wilson,0,0,,,,,0,1,0,0,0,1,0
Tyler Wilson,0,0,,Canada,,,0,0,0,1,0,1,0
Westin Wilson,"6' 1""", 145 lbs,,USA,34,,5,1,8,4,13,7,0
Orlando Wilson Prins,"5' 9""", 145 lbs,,Netherlands,,,0,0,2,0,2,2,0
Troy Wilton,0,0,,,,,0,0,0,1,0,1,0
Matt Wiman,"5' 10""", 155 lbs,,USA,39,Orthodox,4,4,5,0,16,10,0
Clay Wimer,0,0,,,,,0,0,0,1,0,2,0
Winardi Winardi,0,0,,Indonesia,,,0,0,0,1,0,1,0
Rob Wince,0,0,,,,,0,2,2,2,2,4,0
Tom Wincott,0,0,,,,,0,0,0,0,0,1,0
Eddie Wineland,"5' 7""", 135 lbs,Striker,USA,38,Orthodox,14,6,5,4,24,16,1
Dillon Winemiller,0,0,,USA,30,,0,1,0,0,0,1,0
Christopher Wing,0,0,,,,,0,0,0,0,0,1,0
Steve Wing,0,0,,,,,0,0,0,1,0,1,0
Megan Winick,"6' 0""", 115 lbs,,USA,,,0,1,0,0,0,1,0
Justin Winkels-Comparetto,0,0,,USA,,,1,1,0,0,1,1,0
Kurt Winkleman,0,0,,New Zealand,,,0,1,0,0,0,1,0
Deron Winn,"5' 6""", 186 lbs,Wrestling,USA,33,Orthodox,4,1,0,1,7,3,0
Andre Winner,0,0,,England,11/9/198,Orthodox,4,0,4,3,22,12,2
Donyiell Winrow,0,0,,,,,0,0,0,0,1,1,0
Jordan Winski,"5' 9""", 135 lbs,,USA,33,,3,1,3,1,12,4,0
Derrick Winslow,"5' 6""", 135 lbs,,USA,29,,0,1,0,0,0,1,0
Eric Winston,0,0,,,,,0,0,0,0,0,1,0
Dustin Winter,0,0,,,,,0,1,0,1,0,2,0
John Winter,0,0,,,,,0,1,0,0,0,1,0
Grace Winter Nowak,0,0,,USA,,,0,0,0,1,0,1,0
Joe Winterfeldt,0,0,,,,,0,0,0,0,0,1,0
Donavon Winters,0,0,,,,,1,0,0,0,1,1,0
James Winters,0,0,,,,,0,1,0,0,0,1,0
Ryan Winthers,0,0,,,,,0,1,0,0,0,1,0
Fabienne Winzeler,0,0,,,,,0,1,0,0,0,1,0
Lance Wipf,0,0,,,,,0,0,0,1,0,3,0
Zack Wiph,0,0,,,,,0,1,0,0,0,1,0
Shannon Wiratchai,"5' 9""", 155 lbs,,,34,,5,1,2,1,9,4,0
Kenneth Wirfs,0,0,,,,,0,1,0,0,0,1,0
Kevin Wirth,"5' 6""", 135 lbs,,USA,35,,1,0,2,0,8,3,0
Mario Stya Wirwan,0,0,,Indonesia,,,0,0,0,0,0,1,0
Jonathan Wise,0,0,,,12/23/198,,0,0,0,1,0,1,0
Eric Wisely,0,0,,USA,7/25/198,Southpaw,13,0,5,1,33,9,1
Josh Wiseman,0,0,,,,,0,1,0,0,0,1,0
Mike Wiseman,0,0,,USA,2/12/198,,0,1,0,1,0,2,0
Mitch Wisner,0,0,,,,,0,1,0,0,0,1,0
Justin Wisniewski,0,0,,,,,0,0,0,2,0,3,0
Keith Wisniewski,0,0,,,10/25/198,Orthodox,6,3,15,4,28,15,1
Krzysztof Wisniewski,0,0,,Poland,,,1,0,0,0,1,0,0
Michal Wisniewski,0,0,,,,,0,1,0,0,0,1,0
Roy Wisser,0,0,,,,,0,0,0,1,0,1,0
Rob Withers,0,0,,,,,0,1,0,0,0,1,0
Piotr Witkowski,0,0,,,,,0,0,0,0,0,0,1
Lukasz Witos,0,0,,Poland,,,0,1,0,0,0,1,0
Jason Witt,"5' 10""", 179 lbs,Mixed Martial Artist,USA,36,Orthodox,3,7,8,2,19,9,0
Patrick Wittington,0,0,,,,,0,0,1,0,1,0,0
Troy Wittman,"6' 1""", 155 lbs,Taekwondo,USA,31,,0,1,0,0,1,2,0
Mario Wittmann,0,0,,Germany,8/7/198,,0,0,0,1,0,1,0
Viktor Wittmann,0,0,,,,,0,0,0,0,0,1,0
Jozef Wittner,"6' 0""", 170 lbs,,Slovakia,29,,3,2,8,0,16,3,0
Carl Wittstock,"6' 1""", 155 lbs,Striker,USA,37,,2,2,5,2,8,5,0
Travis Wiuff,0,0,,USA,3/15/197,Orthodox,24,15,25,4,75,22,0
Mongkhon Wiwasuk,0,0,,,,,0,1,0,0,0,1,0
Kevin Wiwatowski,0,0,,,,,0,0,0,1,0,1,0
Ray Wizard,0,0,,,,,0,0,0,1,0,1,0
Michal Wlazlo,0,0,,,5/28/198,,0,0,0,0,0,0,0
Michal Wlodarek,"6' 1""", 238 lbs,,,38,,4,1,1,1,8,3,0
Kimo Woelfel,0,0,,,,,0,0,0,1,0,1,0
Blazej Wojcik,0,0,,,,,0,0,0,2,0,2,0
Kami Wojcik,0,0,,,,,0,0,0,1,0,1,0
Karolina Wojcik,"5' 2""", 115 lbs,Muay Thai,Poland,28,Orthodox,2,0,0,0,10,3,0
Marcin Wojcik,"6' 1""", 205 lbs,,Poland,33,,8,3,6,4,16,8,0
Martin Wojcik,0,0,,,5/6/197,,1,0,0,2,1,2,0
Bartosz Wojcikiewicz,0,0,,Sweden,,,0,0,0,0,0,1,0
Igor Wojtas,"5' 5""", 135 lbs,,Poland,27,,0,1,0,0,0,3,0
Leszek Wojtczyk,0,0,,,,,1,0,0,0,1,0,0
Thomas Wojtyna,0,0,,,,,0,0,0,1,0,1,0
Filip Wolanski,"5' 10""", 155 lbs,,,31,,3,1,2,1,9,4,0
Danyelle Wolf,"5' 11""", 146 lbs,Sanda,USA,39,Orthodox,0,0,0,0,1,1,0
Ian Wolf,0,0,,,,,0,0,0,1,0,1,0
Prentiss Wolf,0,0,,,,,0,0,0,3,0,3,0
Ruben Wolf,"6' 2""", 235 lbs,,,,,7,6,4,3,11,11,0
Audrey Wolfe,"5' 9""", 135 lbs,,USA,,,0,0,0,1,1,1,1
Josh Wolfe,0,0,,,,,0,0,0,1,0,1,0
Richard Wolfe,0,0,,,,,0,0,0,1,0,1,0
Brandon Wolff,0,0,,,,Orthodox,0,2,0,1,0,3,0
Caleb Wolff,0,0,,,,,0,0,0,2,0,2,0
Gabriel Wolff,0,0,,,,,0,1,0,0,0,1,0
Marvin Wolff,0,0,,Netherlands,,,0,0,0,0,0,1,0
Zach Wolff,0,0,,,,,0,1,0,0,0,2,0
Ray Wolfley,0,0,,,,,0,0,0,1,0,1,0
Rene Wollinger,0,0,,,,,0,2,1,0,1,2,0
Dinha Wollstaein,0,0,,,,,0,1,0,0,0,1,0
Pawel Wolowiec,0,0,,,,,0,1,0,0,0,1,0
Ivan Wolshlager,0,0,,,,,0,1,0,0,0,1,0
Krzysztof Wolski,0,0,,,,,0,0,0,1,0,1,0
Lukasz Wolski,0,0,,,,,0,0,0,0,0,0,1
Kevin Woltkamp,0,0,,,,,0,1,0,0,0,1,0
Ji Won Bang,0,0,,,,,0,1,0,0,0,1,0
Doo Won Seo,0,0,,,10/10/198,,5,4,2,2,10,8,0
Justin Wong,0,0,,,,,0,0,0,1,0,1,0
Ryan Wong,0,0,,,,,0,0,0,0,1,0,0
Valerie Wong,"5' 3""", 115 lbs,,USA,,,0,0,0,0,0,1,0
Ralf Wonnink,0,0,,,,,0,1,0,3,0,4,0
Sung Hoon Woo,"5' 5""", 135 lbs,Striker,Korea,30,,8,1,0,0,10,3,0
Kil Woo Lee,0,0,,,2/19/198,,0,0,0,0,1,0,0
Ben Wood,0,0,,,,,0,0,0,1,0,1,0
Brandon Wood,0,0,,,,,0,0,0,1,0,2,0
Brian Wood,0,0,,,,,0,1,0,0,0,2,0
Damen Wood,0,0,,USA,,,0,0,0,0,0,2,0
Dylan Wood,0,0,,,,,0,1,0,1,0,2,0
James Wood,0,0,,,,,0,1,0,0,0,2,0
Jeremiah Jason Wood,0,0,,,,,0,0,0,1,0,1,0
Jimmy Wood,0,0,,,,,0,0,0,1,0,1,0
Joanne Wood,"5' 6""", 125 lbs,Striker,Scotland,37,Orthodox,5,0,1,5,15,8,0
Mike Wood,0,0,,,,,0,1,0,0,0,1,0
Nathaniel Wood,"5' 6""", 146 lbs,Striker,England,29,Orthodox,9,2,5,2,19,5,0
Nick Wood,0,0,,,,,0,0,0,0,0,1,0
Ray Wood,0,0,,,,,4,0,2,2,7,4,0
Rob Wood,0,0,,,,,0,0,1,0,2,0,0
Chris Woodall,0,0,,,,,0,2,0,0,0,2,0
Lloyd Woodard,0,0,,,,,4,4,7,0,13,7,0
Valentine Woodburn,0,0,,USA,29,,1,0,0,0,1,0,0
David Woodby,0,0,,,,,0,1,0,1,0,2,0
Nate Woodger,0,0,,,,,0,1,0,0,0,1,0
Dominique Wooding,"5' 9""", 135 lbs,Striker,England,26,,9,0,0,1,9,5,0
Tyron Woodley,"5' 9""", 171 lbs,Wrestling,USA,40,Orthodox,7,2,5,1,19,7,1
Tony Woodman,0,0,,,,,0,1,0,0,0,1,0
Chriss Woodruff,0,0,,,,,0,0,0,0,0,1,0
Arto Woods,0,0,,,,,0,0,0,1,0,1,0
Darrel Woods,0,0,,,,,1,0,0,0,1,0,0
Dillon Woods,0,0,,,,,0,1,0,0,0,1,0
Drayton Woods,0,0,,,,,0,0,0,1,0,1,0
Freeman Woods,0,0,,,,,0,1,0,0,0,1,0
Justin Woods,0,0,,,1/25/199,,4,1,0,0,4,1,0
Logan Woods,"6' 1""", 205 lbs,,USA,28,,2,1,0,0,2,1,0
Salvador Woods,0,0,,USA,2/5/198,,0,2,1,4,1,7,0
Shaquita Woods,"5' 11""", 145 lbs,,USA,,,0,0,0,0,0,0,0
Timothy Woods,0,0,,,,,4,2,2,2,7,6,0
Vito Woods,0,0,,,,,0,0,0,2,0,2,0
Sean Woodson,"6' 2""", 146 lbs,Freestyle,USA,30,Orthodox,3,0,1,1,9,1,1
Michael Woodworth,0,0,,,,,0,0,0,0,0,1,0
Adrian Wooley,0,0,,,,,1,0,0,0,2,1,0
Mike Wooley,0,0,,,,,0,1,0,0,0,1,0
Adrian Woolley,0,0,,,,,0,1,0,0,0,2,0
Adam Woolmer,0,0,,,,,0,0,0,1,0,1,0
Evan Woolsey,0,0,,,,,0,0,0,0,0,1,0
Brent Wooten,0,0,,,,,0,0,0,1,0,1,0
Mike Wootten,0,0,,,,,4,0,3,0,9,0,0
Travis Worenscroft,0,0,,,,,0,1,0,1,0,2,0
Braden Workman,0,0,,,12/31/197,,0,0,0,0,0,1,0
Demetrius Worlds,0,0,,,,,0,0,0,2,0,2,0
Marques Worrell,0,0,,,,,1,0,0,1,1,2,0
Tammy Worrick,0,0,,,,,0,1,0,0,0,1,0
Cal Worsham,0,0,,,,Orthodox,1,2,0,0,1,2,0
Cal Worsham,0,0,,,,,0,1,0,0,0,2,0
Hunter Worsham,0,0,,,,,0,0,0,0,0,1,0
Troy Worthen,"5' 8""", 145 lbs,,USA,29,,3,1,1,1,7,3,0
Ted Worthington,0,0,,,,,1,9,2,10,3,27,0
Chaka Worthy,"5' 8""", 135 lbs,,USA,32,,1,0,0,1,3,3,0
Khama Worthy,"5' 11""", 155 lbs,Striker,USA,36,Orthodox,11,9,3,1,19,10,0
Lukasz Wos,0,0,,,,,0,0,0,1,0,1,0
Austin Wourms,"6' 0""", 155 lbs,,USA,,,0,4,5,0,5,4,0
Maarten Wouters,0,0,,,,,0,0,0,1,0,1,0
Ewelina Wozniak,"5' 5""", 113 lbs,,Poland,29,,0,0,0,1,1,1,0
Eric Wray,0,0,,,,Orthodox,0,0,0,1,0,1,0
Danny Wren,0,0,,,,,0,0,0,0,0,1,0
Justin Wren,0,0,,USA,4/27/198,Orthodox,6,1,4,0,13,2,0
Adam Wright,0,0,,,,,0,0,0,1,0,1,0
Andrew Wright,0,0,,,,,0,1,0,0,0,1,0
Anthony Wright,0,0,,USA,,,0,1,0,0,0,1,0
Brandon Wright,0,0,,USA,,,0,2,0,0,0,2,0
Chris Wright,0,0,,USA,6/28/198,,0,3,0,0,0,3,0
Cleo Wright,0,0,,,,,0,1,0,0,0,1,0
Cliff Wright,"5' 11""", 155 lbs,,USA,44,,0,0,1,4,1,10,0
Colin Wright,0,0,,,,,0,0,2,2,3,3,0
David Wright,0,0,,,,,0,0,0,1,0,1,0
Dexter Wright,0,0,,,1/3/198,,0,1,0,0,0,1,0
Jason Wright,0,0,,,,,0,0,0,2,0,2,0
Javon Wright,"5' 11""", 145 lbs,,USA,31,,0,2,0,2,0,5,0
Jordan Wright,"6' 2""", 185 lbs,Mixed Martial Artist,USA,31,Orthodox,7,3,5,1,12,4,0
Joshua Wright,"5' 6""", 145 lbs,,USA,30,,4,2,0,1,5,3,0
Justin Wright,0,0,,,,,1,0,1,0,2,0,0
JW Wright,0,0,,,,,0,0,1,0,1,0,0
Kyle Wright,"5' 11""", 199 lbs,,USA,27,,0,0,0,0,0,1,0
Lance Wright,"6' 2""", 185 lbs,,USA,30,,0,0,4,2,5,2,0
Leslie Wright,0,0,,,,,0,2,0,0,0,2,0
Lonnie Wright,0,0,,,,,0,1,0,0,0,1,0
Nick Wright,0,0,,,,,0,1,0,1,0,2,0
Nij Wright,0,0,,,,,0,0,0,1,0,1,0
Scott Wright,0,0,,,,,0,1,0,0,0,1,0
Scott Writz,"6' 0""", 175 lbs,,USA,30,,4,1,2,2,6,3,0
Piotr Wroblewski,"5' 7""", 145 lbs,,Poland,24,,0,0,0,2,0,2,0
Andrzej Wronski,0,0,,,,,0,1,0,0,0,1,0
Arkadiusz Wrzosek,"6' 7""", 265 lbs,,Poland,30,,1,0,0,0,1,0,0
Marcin Wrzosek,"5' 9""", 145 lbs,,Poland,35,,5,1,3,0,13,7,0
Chengjie Wu,0,0,,,,,1,2,2,0,3,4,0
Damu Wu,0,0,"Wrestling, Boxing",China,,,0,1,0,0,0,1,0
Dasheng Wu,0,0,,China,6/4/199,,0,0,0,1,0,1,0
Dongxing Wu,0,0,,Taiwan,,,0,1,0,0,0,1,0
Ella Wu,0,0,,England,,,0,0,0,1,0,1,0
Getumuji Wu,0,0,,Mongolia,,,0,0,0,2,0,3,0
Haotian Wu,0,0,,China,10/12/198,,0,2,3,0,3,3,1
Khai Wu,0,0,,USA,7/3/199,,0,0,0,1,0,1,0
Lan Wu,0,0,,China,,,0,1,0,0,0,1,0
Qingtuan Wu,0,0,,China,,,0,0,0,1,0,1,0
Shuxia Wu,0,0,,,,,0,0,0,1,0,1,0
Tieyin Wu,0,0,,,,,0,0,0,1,0,2,0
Xiaolong Wu,"5' 8""", 135 lbs,Wrestling,China,,,0,0,0,1,1,1,0
Ze Wu,0,0,,,,,0,1,1,0,1,1,0
Kurban Wubukasimu,0,0,,China,,,0,1,0,0,0,1,0
Marco Wuest,0,0,,,,,0,0,0,1,0,1,0
Baheibieke WuLalibieke,0,0,,,,,0,0,0,0,0,1,0
Shane Wundenberg,0,0,,,,,0,0,0,1,0,1,1
Mike Wunderlich,0,0,,,,,0,0,0,1,0,1,0
Gustavo Wurlitzer,"5' 9""", 145 lbs,,Brazil,39,,0,1,1,3,1,4,0
Christian Wurtz,0,0,,,,,0,1,0,0,0,1,0
Huwanixi Wusikenbieke,0,0,Wrestling,China,,,0,1,0,1,0,2,0
Robert Wusstig,0,0,,USA,,,0,0,0,1,0,1,0
Tom Wutpunne,0,0,,,,,0,0,0,1,0,1,0
Joel Wyatt,0,0,,,,,3,4,3,2,8,6,0
Kenny Wyckoff,0,0,,,,,0,1,0,0,0,1,0
Jonathon Wyderko,0,0,,,,,0,0,0,1,0,1,0
Bartlomiej Wydra,0,0,,,,,0,0,0,1,0,1,0
Mitchell Wykoff,0,0,,,,,0,0,0,1,0,1,0
Quinten Wyland,"6' 0""", 155 lbs,Mixed Martial Artist,USA,,,0,1,0,0,0,1,0
Rok Wyler,0,0,,,,,0,0,0,1,0,1,0
Regan Wyllie,0,0,,New Zealand,,,0,0,0,0,0,1,0
Philip Wyman,0,0,,,,,0,1,0,1,0,2,0
Danielle Wynn,"5' 4""", 145 lbs,,USA,35,,0,0,0,2,0,2,0
James Wynn,0,0,,,3/7/197,,0,0,0,0,0,1,0
Rob Wynne,0,0,,,,,0,0,0,1,0,1,0
Eli Wynter,0,0,,USA,3/15/199,,1,0,0,0,1,1,0
Piotr Wysocki,0,0,,,,,0,0,0,1,0,1,0
Elinardo Xavier,0,0,,,,,0,0,0,1,0,1,0
Lucas Xavier,0,0,,,,,0,1,0,0,0,1,0
Rafael Xavier,0,0,,Brazil,1/12/199,,0,0,0,0,0,2,0
Rubens Xavier,0,0,,,,Orthodox,0,1,0,1,0,2,0
Samuel Xavier,0,0,,,,,0,0,0,1,0,1,0
Vagner Xavier Silva,0,0,,Brazil,10/22/198,,0,1,0,0,0,1,0
Kastriot Xhema,"6' 0""", 170 lbs,,USA,31,,2,2,0,1,2,4,0
Mingquan Xia,"5' 8""", 145 lbs,,China,,,0,0,0,0,0,1,0
Zhou Xiaolong,0,0,,China,,,0,0,0,1,0,1,0
Yan Xiaonan,"5' 5""", 115 lbs,,China,33,Orthodox,7,1,0,1,16,3,0
Chao Xie,"5' 10""", 145 lbs,,China,,,0,0,0,1,0,2,0
Jie Xie,0,0,,,,,0,0,0,1,0,1,0
Junpeng Xie,0,0,,China,,,0,0,2,0,2,2,0
Wei Xie,"5' 6""", 125 lbs,,China,26,,0,0,0,1,0,2,0
Chang Xin Fu,"5' 10""", 135 lbs,,China,30,,1,0,0,1,1,1,0
Jingnan Xiong,"5' 5""", 115 lbs,Striker,China,35,,10,0,1,1,18,2,0
Long Xiong,0,0,,,,,0,0,0,1,0,1,0
Honghao Xu,0,0,,China,,,0,0,0,0,1,0,0
Jia Xu,0,0,,,,,0,1,0,0,0,1,0
Xiaochen Xu,"5' 11""", 155 lbs,"Wrestling, Boxing",China,28,,0,0,0,0,0,1,0
Yonghao Xu,0,0,,,,,0,0,0,1,0,1,0
Pengfei Xuan,0,0,,,,,0,0,0,1,0,1,0
Guobin Xue,0,0,,,,,0,0,0,1,0,1,0
Joseph Y'Shua,0,0,,USA,27,,0,1,0,0,0,1,0
Wang Ya Wei,0,0,,,8/10/199,,1,0,0,0,1,1,0
Ali Yaakub,0,0,,,,,0,0,0,1,0,1,0
Shotaro Yabe,0,0,,,5/1/198,,0,0,0,0,0,1,0
Jimmy Yabo,0,0,,,4/30/198,,5,4,0,1,5,5,0
Megumi Yabushita,0,0,,,,,0,2,0,3,3,11,0
Yusuke Yachi,"5' 9""", 155 lbs,,Japan,32,,6,5,2,3,23,13,0
Mike Yackulic,0,0,,,,,0,0,0,1,0,1,0
Navid Yadegari,"6' 2""", 242 lbs,,Iran,33,,0,0,0,1,0,1,0
Song Yadong,"5' 8""", 135 lbs,Striker,China,25,Orthodox,8,2,3,0,19,7,1
Jamie Yager,0,0,,USA,11/29/198,Orthodox,3,2,3,1,8,4,0
Joe Yager,0,0,,,,,0,0,0,1,2,5,0
Eddie Yagin,0,0,,USA,3/23/197,Orthodox,5,2,5,1,16,5,1
Fabrice Yagoue,0,0,,Spain,,,0,0,0,0,0,1,0
Dovletdzhan Yagshimuradov,"5' 11""", 205 lbs,,Turkmenistan,33,,12,2,4,3,19,7,1
Eldar Yagudin,0,0,,,,,0,1,0,0,0,1,0
Naoki Yahagi,0,0,,,,,0,1,0,0,0,2,1
Sami Yahia,0,0,,,,,0,0,0,0,0,1,0
Mohammad Yahya,"5' 9""", 155 lbs,,United Arab Emirates,,,1,0,0,1,1,1,0
Rani Yahya,"5' 6""", 135 lbs,,Brazil,38,Orthodox,0,2,21,1,28,10,1
Yuichiro Yajima,0,0,,,,,0,0,0,0,0,1,0
Abror Yakhyaev,0,0,,,,,0,1,0,0,0,1,0
Daler Yakhyaev,0,0,,Ukraine,3/13/198,,0,0,0,1,0,1,0
Harun Yakhyaev,0,0,,Russia,,,0,0,0,1,0,1,0
Rasul Yakhyaev,0,0,,,6/20/199,,3,0,4,4,11,7,0
Alexander Yakovlev,"6' 3""", 155 lbs,,Russia,38,Southpaw,9,0,9,5,24,10,1
Sergey Yakovlev,0,0,,,,,1,1,0,0,1,1,0
German Yakubov,0,0,,,,,0,0,0,2,0,3,0
Shingo Yakul,0,0,,,,,0,1,0,0,0,1,0
Oleg Yakushev,0,0,,,,,0,1,0,0,0,1,0
Metin Yakut,0,0,,,,,0,1,1,0,1,1,0
Sahin Yakut,0,0,,,,,0,0,0,0,0,1,0
Ahmet Yalbirdak,0,0,,Switzerland,5/1/198,,0,1,0,0,0,1,0
Vitalii Yalovenko,0,0,,,,,0,3,0,0,0,5,0
Hana Yamada,0,0,,Japan,1/15/199,,0,1,0,0,0,2,0
Keisuke Yamada,0,0,,,,,0,0,0,0,0,0,1
Manabu Yamada,0,0,,,,,0,0,0,0,0,1,0
Moriyuki Yamada,0,0,,,,,0,0,0,0,0,1,0
Seio Yamada,0,0,,Japan,5/6/199,,0,0,0,0,0,1,0
Sotaro Yamada,"5' 9""", 170 lbs,,Japan,39,,0,0,1,1,1,2,0
Sumie Yamada,0,0,,,,,0,0,0,1,0,1,0
Tetsuya Yamada,"5' 11""", 155 lbs,,Japan,32,,1,2,1,1,2,6,1
Mikihito Yamagami,0,0,,,6/22/198,,0,0,1,0,2,0,0
Daisuke Yamaguchi,0,0,,Japan,8/24/198,,0,0,0,0,1,0,0
Mamoru Yamaguchi,0,0,,Japan,5/29/197,,8,1,2,3,19,10,2
Marcelo Yamaguchi,0,0,,,,,0,1,0,0,0,1,0
Mei Yamaguchi,"5' 0""", 115 lbs,,Japan,39,,2,0,8,0,19,14,1
Mitsuru Yamaguchi,0,0,,,,,0,0,0,0,0,0,1
Daiki Yamaishi,0,0,,,,,0,0,0,0,0,1,0
Daisuke Yamaji,0,0,,,,,0,1,0,0,0,1,0
Keiichiro Yamamiya,0,0,,,,Southpaw,1,3,0,0,7,5,2
Atsushi Yamamoto,0,0,,,10/2/198,Orthodox,1,0,0,1,4,6,0
Erson Yamamoto,0,0,,,9/8/199,,1,1,0,3,2,4,0
Hisashi Yamamoto,0,0,,,,,0,0,0,0,0,1,0
Kenichi Yamamoto,0,0,,,,Orthodox,0,2,1,1,3,4,0
Kenji Yamamoto,0,0,,,,,0,2,0,0,0,2,0
Kento Yamamoto,"5' 7""", 145 lbs,,Japan,28,,1,1,0,0,2,3,0
Miyuu Yamamoto,"5' 1""", 105 lbs,,Japan,48,,0,1,0,4,5,5,0
Nobuaki Yamamoto,0,0,,,,,0,0,0,1,0,1,0
Norifumi Yamamoto,0,0,,Japan,3/15/197,Southpaw,13,1,2,1,18,6,0
Sachiko Yamamoto,0,0,,,,,0,0,0,0,1,1,0
Shohei Yamamoto,"5' 8""", 155 lbs,,USA,33,,1,3,0,0,1,3,0
Tadaaki Yamamoto,0,0,,,,,0,1,0,1,0,3,1
Takayuki Yamamoto,0,0,,,,,1,0,0,0,1,0,0
Tetsuya Yamamoto,0,0,,,,,0,1,0,1,1,2,0
Tricky Yamamoto,0,0,,,,,0,0,0,1,0,1,0
Yoshihisa Yamamoto,0,0,,,,Southpaw,3,3,2,3,5,8,0
Yuki Yamamoto,0,0,,,1/28/198,,5,2,1,4,6,7,3
Hiroko Yamanaka,0,0,,,10/24/197,,2,0,2,1,12,3,0
Kenji Yamanaka,0,0,,,,,0,0,0,1,0,1,0
Ruslan Yamanbaev,0,0,,,,,0,0,0,1,0,3,1
Alan Yamaniha,"5' 5""", 135 lbs,,Brazil,36,,1,1,0,2,1,8,0
Higor Yamanoi,0,0,,,,,0,0,0,0,0,1,0
Susumu Yamasaki,0,0,,,,,0,0,0,1,0,1,0
Yuki Yamasaki,0,0,,,,,0,0,0,0,0,1,0
Rustam Yamashev,0,0,,,,,0,0,0,1,0,1,0
Gota Yamashita,0,0,,,,,0,1,0,1,1,3,0
Hiroki Yamashita,"5' 5""", 125 lbs,,Japan,35,,0,0,0,0,0,2,0
Kohei Yamashita,0,0,,,,,0,1,0,0,0,1,0
Satoshi Yamashita,0,0,,,,,0,0,0,0,0,2,0
Shiko Yamashita,0,0,,,12/22/197,,0,0,0,0,0,1,0
Takashi Yamashita,0,0,,,,,1,0,0,1,1,1,0
Tsuyoshi Yamashita,0,0,,,,,0,1,0,0,0,1,0
Goiti Yamauchi,"5' 10""", 170 lbs,,Japan,30,,3,0,21,0,28,5,0
Nobuhiro Yamauchi,0,0,,,,,0,1,0,0,0,1,0
Shyudi Yamauchi,0,0,,,,,0,0,1,0,1,2,0
Akihiro Yamazaki,0,0,,,,,0,0,0,1,0,3,0
Takeshi Yamazaki,0,0,,,,Southpaw,0,0,0,0,1,6,0
Yuko Yamazaki,0,0,,,,,0,0,0,0,0,1,0
Bashir Yamilkhanov,0,0,,,,,0,1,0,0,0,1,0
Lorde Rey Yamit,0,0,,,,,0,1,0,0,0,1,0
Bo Yan,0,0,Mixed Martial Artist,China,,,0,1,0,1,0,2,0
Petr Yan,"5' 7""", 136 lbs,Striker,Russia,29,Switch,7,0,1,0,16,4,0
Qihui Yan,"5' 3""", 125 lbs,,China,26,Orthodox,7,2,2,1,11,4,0
Xibo Yan,"5' 6""", 145 lbs,,China,,,0,0,0,1,0,1,0
Xuwei Yan,0,0,,China,,,0,0,0,1,0,1,0
Zhiyuan Yan,0,0,,,,,0,0,0,0,0,1,0
Yuichiro Yanagi,0,0,,Japan,,,0,0,0,1,0,1,0
Masaki Yanagisawa,0,0,,,,,0,1,0,0,0,2,0
Ryushi Yanagisawa,0,0,,,6/22/197,,0,0,0,1,0,3,0
Wu Yanan,"5' 8""", 136 lbs,Striker,China,26,Orthodox,7,2,4,0,12,6,0
Darius Yancy,0,0,,,,,0,0,0,2,0,3,0
Abukar Yandiev,0,0,,,6/30/198,,4,0,5,1,9,1,0
Adam Yandiev,0,0,,Russia,7/7/198,Orthodox,3,0,6,1,9,1,0
Chrissy Yandolli,"5' 8""", 125 lbs,,USA,,,0,1,0,0,0,1,0
Adrian Yanez,"5' 7""", 135 lbs,Striker,USA,29,Orthodox,10,0,2,0,16,3,0
Desiree Yanez,"5' 4""", 115 lbs,,USA,32,,3,0,1,1,6,4,0
Raymond Yanez,"5' 5""", 135 lbs,,,,,0,1,0,2,0,3,0
Chongfu Yang,"5' 10""", 135 lbs,,China,,,0,0,0,0,0,1,0
Dongi Yang,0,0,,South Korea,12/7/198,Southpaw,12,0,1,0,13,3,0
Hae Jun Yang,0,0,,South Korea,4/11/198,,0,1,0,0,0,1,0
Huiyong Yang,0,0,,China,,,0,1,0,0,0,1,0
Jianbing Yang,0,0,,China,4/5/199,,0,0,0,0,1,0,0
Jianping Yang,0,0,,,1/7/198,Orthodox,2,1,4,1,6,4,1
Jin Ho Yang,0,0,,,,,0,1,0,0,0,1,0
Kyung Yang,0,0,,,,,0,1,0,0,0,1,0
Liang Yang,0,0,,,,,0,0,0,1,0,1,0
Qi Yang,0,0,,China,,,0,1,0,0,0,1,0
Seo Woo Yang,0,0,,Korea,9/29/198,,0,0,0,1,0,1,0
Seong Ho Yang,0,0,,,4/7/199,,0,0,0,0,0,1,0
Zhuo Yang,0,0,,,7/4/198,,0,0,0,1,0,1,0
Christofer Yanior Aguilera,0,0,,,,,0,0,0,1,0,1,0
Alexander Yanishev,0,0,,,,,0,0,0,1,0,1,0
Alexander Yankov,0,0,,,,,0,1,0,0,0,1,0
Anastasia Yankova,0,0,,,3/1/199,,0,0,2,0,4,1,0
Duda Yankovich,0,0,,,9/27/197,,0,2,1,1,1,3,0
Umar Yankovski,0,0,,Kazakhstan,12/23/198,,0,1,0,0,0,1,0
Masutatsu Yano,0,0,,,,Orthodox,0,1,0,0,0,1,0
