,Fighter,Height,Weight(lbs),Style(op),Country,Age,Stance,Reach,WT_class,Date,Opponent,Res.,Decision,Rnd,Time,Event,W,L,D,Oppo_Style(op),Oppo_Country,Oppo_Age,Oppo_Stance,Oppo_Reach,Oppo_WT_class,BMI,Win_Percentage,Day,Month,Year,Oppo_W,Oppo_L,Oppo_D,Oppo_Win_Percentage
4933,Gegard Mousasi,74,185,Striker,Netherlands,37,Orthodox,76,Middleweight,2006-11-05,Hector Lombard,W,Decision - Unanimous,2,05:00,PRIDE: Bushido 13,13,3,1,Judo,Cuba,44,Southpaw,71,Welterweight,23.75,76.47058823529412,5,11,2006,7,1,0,87.5
4951,Genaro Valdez,69,156,Karate,Mexico,31,Orthodox,72,Lightweight,2022-12-03,Natan Levy,L,Decision - Unanimous,3,05:00,UFC Fight Night: Thompson vs. Holland,10,1,0,Karate,Israel,31,Southpaw,71,Lightweight,23.0346565847511,90.9090909090909,3,12,2022,7,1,0,87.5
4952,Genaro Valdez,69,156,Karate,Mexico,31,Orthodox,72,Lightweight,2022-01-22,Matt Frevola,L,KO/TKO,1,03:15,UFC 270: Ngannou vs. Gane,10,0,0,Wrestling,USA,32,Orthodox,71,Lightweight,23.0346565847511,100.0,22,1,2022,8,3,1,66.66666666666666
4963,Geoff Neal,71,171,Striker,USA,32,Southpaw,75,Welterweight,2022-08-06,Vicente Luque,W,KO/TKO,3,02:01,UFC Fight Night: Santos vs. Hill,14,4,0,Striker,Brazil,31,Orthodox,75,Welterweight,23.847054155921445,77.77777777777779,6,8,2022,21,8,1,70.0
4964,Geoff Neal,71,171,Striker,USA,32,Southpaw,75,Welterweight,2021-12-11,Santiago Ponzinibbio,W,Decision - Split,3,05:00,UFC 269: Oliveira vs. Poirier,13,4,0,Kung Fu,Argentina,36,Orthodox,73,Welterweight,23.847054155921445,76.47058823529412,11,12,2021,29,4,0,87.87878787878788
4965,Geoff Neal,71,171,Striker,USA,32,Southpaw,75,Welterweight,2021-05-08,Neil Magny,L,Decision - Unanimous,3,05:00,UFC Fight Night: Rodriguez vs. Waterson,13,3,0,Striker,USA,35,Orthodox,80,Welterweight,23.847054155921445,81.25,8,5,2021,24,9,0,72.72727272727273
4966,Geoff Neal,71,171,Striker,USA,32,Southpaw,75,Welterweight,2020-12-19,Stephen Thompson,L,Decision - Unanimous,5,05:00,UFC Fight Night: Thompson vs. Neal,13,2,0,Kick Boxing,USA,39,Orthodox,75,Welterweight,23.847054155921445,86.66666666666667,19,12,2020,15,4,1,75.0
4967,Geoff Neal,71,171,Striker,USA,32,Southpaw,75,Welterweight,2019-12-14,Mike Perry,W,KO/TKO,1,01:30,UFC 245: Usman vs. Covington,12,2,0,Striker,USA,31,Orthodox,71,Welterweight,23.847054155921445,85.71428571428571,14,12,2019,13,5,0,72.22222222222221
4974,Geoff Neal,71,171,Striker,USA,32,Southpaw,75,Welterweight,2017-01-28,Kevin Holland,L,TKO,3,03:50,XKO: Xtreme Knockout 34,6,1,0,Kung Fu,USA,30,Orthodox,81,Middleweight,23.847054155921445,85.71428571428571,28,1,2017,7,2,0,77.77777777777779
4987,George Sullivan,72,170,Striker,USA,41,Orthodox,73,Welterweight,2015-04-18,Tim Means,L,Submission,3,03:41,UFC on Fox: Machida vs. Rockhold,16,3,1,Striker,USA,38,Orthodox,75,Welterweight,23.053626543209877,80.0,18,4,2015,23,6,1,76.66666666666667
5012,Germaine de Randamie,69,135,Striker,Netherlands,38,Orthodox,71,Women's Bantamweight,2017-02-11,Holly Holm,W,Decision - Unanimous,5,05:00,UFC 208: Holm vs. de Randamie,6,3,0,Striker,USA,41,Southpaw,69,Women's Bantamweight,19.93383742911153,66.66666666666666,11,2,2017,10,2,0,83.33333333333334
5014,Germaine de Randamie,69,135,Striker,Netherlands,38,Orthodox,71,Women's Bantamweight,2015-03-14,Larissa Pacheco,W,KO/TKO,2,02:02,UFC 185: Pettis vs. dos Anjos,4,3,0,Judo,Brazil,28,Orthodox,69,Women's Lightweight,19.93383742911153,57.14285714285714,14,3,2015,10,1,0,90.9090909090909
5033,Gian Villante,75,261,Striker,USA,37,Orthodox,76,Light Heavyweight,2019-02-23,Michal Oleksiejczuk,L,KO/TKO,1,01:34,UFC Fight Night: Blachowicz vs. Santos,17,10,0,Wrestling,Poland,27,Southpaw,74,Light Heavyweight,32.6192,62.96296296296296,23,2,2019,12,2,1,80.0
5037,Gian Villante,75,261,Striker,USA,37,Orthodox,76,Light Heavyweight,2017-07-22,Patrick Cummins,L,Decision - Split,3,05:00,UFC Fight Night: Weidman vs. Gastelum,15,8,0,Wrestling,USA,42,Orthodox,76,Light Heavyweight,32.6192,65.21739130434783,22,7,2017,9,4,0,69.23076923076923
5038,Gian Villante,75,261,Striker,USA,37,Orthodox,76,Light Heavyweight,2017-03-11,Mauricio Rua,L,KO/TKO,3,00:59,UFC Fight Night: Belfort vs. Gastelum,15,7,0,Striker,Brazil,41,Orthodox,76,Light Heavyweight,32.6192,68.18181818181817,11,3,2017,24,10,0,70.58823529411765
5042,Gian Villante,75,261,Striker,USA,37,Orthodox,76,Light Heavyweight,2015-07-25,Tom Lawlor,L,KO/TKO,2,00:27,UFC on Fox: Dillashaw vs. Barao 2,13,5,0,Wrestling,USA,39,Southpaw,75,Light Heavyweight,32.6192,72.22222222222221,25,7,2015,9,5,0,64.28571428571429
5047,Gian Villante,75,261,Striker,USA,37,Orthodox,76,Light Heavyweight,2013-04-27,Ovince Saint Preux,L,Decision - Majority,3,00:33,UFC 159: Jones vs. Sonnen,10,3,0,Striker,Haiti,39,Southpaw,80,Light Heavyweight,32.6192,76.92307692307693,27,4,2013,12,5,0,70.58823529411765
5049,Gian Villante,75,261,Striker,USA,37,Orthodox,76,Light Heavyweight,2012-01-07,Trevor Smith,W,KO/TKO,1,01:05,Strikeforce: Rockhold vs. Jardine,8,3,0,Striker,USA,42,Orthodox,75,Middleweight,32.6192,72.72727272727273,7,1,2012,9,1,0,90.0
5051,Gian Villante,75,261,Striker,USA,37,Orthodox,76,Light Heavyweight,2011-06-24,Lorenz Larkin,L,Decision - Unanimous,3,05:00,Strikeforce: Challengers 16,7,2,0,Striker,USA,36,Orthodox,72,Welterweight,32.6192,77.77777777777779,24,6,2011,10,0,0,100.0
5064,Giga Chikadze,72,146,Striker,Georgia,34,Orthodox,74,Featherweight,2020-11-07,Jamey Simmons,W,KO/TKO,1,03:51,UFC Fight Night: Santos vs. Teixeira,11,2,0,Mixed Martial Artist,USA,30,Orthodox,70,Featherweight,19.798996913580247,84.61538461538461,7,11,2020,7,2,0,77.77777777777779
5065,Giga Chikadze,72,146,Striker,Georgia,34,Orthodox,74,Featherweight,2020-10-10,Omar Morales,W,Decision - Unanimous,3,05:00,UFC Fight Night: Moraes vs. Sandhagen,10,2,0,Striker,Venezuela,37,Orthodox,73,Lightweight,19.798996913580247,83.33333333333334,10,10,2020,10,0,0,100.0
5078,Gilbert Burns,70,170,Striker,Brazil,36,Orthodox,71,Welterweight,2023-01-21,Neil Magny,W,Submission,1,04:15,UFC 283: Teixeira vs. Hill,20,5,0,Striker,USA,35,Orthodox,80,Welterweight,24.389795918367348,80.0,21,1,2023,27,10,0,72.97297297297297
5079,Gilbert Burns,70,170,Striker,Brazil,36,Orthodox,71,Welterweight,2022-04-09,Khamzat Chimaev,L,Decision - Unanimous,3,05:00,UFC 273: Volkanovski vs. The Korean Zombie,20,4,0,Freestyle,Sweden,28,Orthodox,75,Welterweight,24.389795918367348,83.33333333333334,9,4,2022,10,0,0,100.0
5080,Gilbert Burns,70,170,Striker,Brazil,36,Orthodox,71,Welterweight,2021-07-10,Stephen Thompson,W,Decision - Unanimous,3,05:00,UFC 264: Poirier vs. McGregor 3,19,4,0,Kick Boxing,USA,39,Orthodox,75,Welterweight,24.389795918367348,82.6086956521739,10,7,2021,16,4,1,76.19047619047619
5081,Gilbert Burns,70,170,Striker,Brazil,36,Orthodox,71,Welterweight,2021-02-13,Kamaru Usman,L,KO/TKO,3,00:34,UFC 258: Usman vs. Burns,19,3,0,Striker,Nigeria,35,Switch,76,Welterweight,24.389795918367348,86.36363636363636,13,2,2021,17,1,0,94.44444444444444
5082,Gilbert Burns,70,170,Striker,Brazil,36,Orthodox,71,Welterweight,2020-05-30,Tyron Woodley,W,Decision - Unanimous,5,05:00,UFC Fight Night: Woodley vs. Burns,18,3,0,Wrestling,USA,40,Orthodox,74,Welterweight,24.389795918367348,85.71428571428571,30,5,2020,19,4,1,79.16666666666666
5091,Gilbert Burns,70,170,Striker,Brazil,36,Orthodox,71,Welterweight,2016-09-24,Michel Prazeres,L,Decision - Unanimous,3,05:00,UFC Fight Night: Cyborg vs. Lansberg,11,1,0,Sambo,Brazil,41,Orthodox,67,Welterweight,24.389795918367348,91.66666666666666,24,9,2016,20,2,0,90.9090909090909
5112,Gilbert Melendez,69,145,Striker,USA,40,Orthodox,73,Lightweight,2011-12-17,Jorge Masvidal,W,Decision - Unanimous,5,05:00,Strikeforce: Melendez vs. Masvidal,20,2,0,Striker,USA,38,Orthodox,74,Welterweight,21.41041797941609,90.9090909090909,17,12,2011,22,6,0,78.57142857142857
5136,Gilbert Urbina,75,186,Freestyle,USA,26,Orthodox,75,Middleweight,2021-08-17,Tresean Gore,L,KO/TKO,2,01:14,The Ultimate Fighter 29 Semifinal,6,1,0,Freestyle,USA,28,Switch,75,Middleweight,23.245866666666668,85.71428571428571,17,8,2021,3,0,0,100.0
5138,Gilbert Urbina,75,186,Freestyle,USA,26,Orthodox,75,Middleweight,2018-09-14,Sean Brady,L,Decision - Unanimous,3,05:00,LFA 49: Brady vs. Urbina,5,0,0,Striker,USA,30,Orthodox,72,Welterweight,23.245866666666668,100.0,14,9,2018,8,0,0,100.0
5146,Gillian Robertson,65,125,Kick Boxing,Canada,27,Orthodox,63,Women's Flyweight,2021-12-11,Priscila Cachoeira,W,Submission,1,04:59,UFC 269: Oliveira vs. Poirier,9,6,0,Striker,Brazil,34,Orthodox,65,Women's Flyweight,20.798816568047336,60.0,11,12,2021,10,3,0,76.92307692307693
5147,Gillian Robertson,65,125,Kick Boxing,Canada,27,Orthodox,63,Women's Flyweight,2021-03-27,Miranda Maverick,L,Decision - Unanimous,3,05:00,UFC 260: Miocic vs. Ngannou 2,9,5,0,Muay Thai,USA,25,Southpaw,65,Women's Flyweight,20.798816568047336,64.28571428571429,27,3,2021,10,2,0,83.33333333333334
5148,Gillian Robertson,65,125,Kick Boxing,Canada,27,Orthodox,63,Women's Flyweight,2020-12-19,Taila Santos,L,Decision - Unanimous,3,05:00,UFC Fight Night: Thompson vs. Neal,9,4,0,Striker,Brazil,29,Orthodox,68,Women's Flyweight,20.798816568047336,69.23076923076923,19,12,2020,16,1,0,94.11764705882352
5153,Gillian Robertson,65,125,Kick Boxing,Canada,27,Orthodox,63,Women's Flyweight,2019-02-23,Veronica Macedo,W,Submission,2,03:27,UFC Fight Night: Blachowicz vs. Santos,5,3,0,Mixed Martial Artist,Venezuela,27,Southpaw,64,Women's Flyweight,20.798816568047336,62.5,23,2,2019,5,2,1,62.5
5154,Gillian Robertson,65,125,Kick Boxing,Canada,27,Orthodox,63,Women's Flyweight,2018-09-22,Mayra Bueno Silva,L,Submission,1,04:55,UFC Fight Night: Marreta vs. Anders,5,2,0,Striker,Brazil,31,Orthodox,66,Women's Flyweight,20.798816568047336,71.42857142857143,22,9,2018,5,0,0,100.0
5161,Gillian Robertson,65,125,Kick Boxing,Canada,27,Orthodox,63,Women's Flyweight,2016-03-11,Hannah Goldy,L,Decision - Unanimous,3,05:00,Square Ring Promotions: Island Fights 37,0,0,0,Striker,USA,30,Orthodox,61,Women's Strawweight,20.798816568047336,0.0,11,3,2016,0,0,0,
5163,Gina Mazany,66,126,Mixed Martial Artist,USA,34,Southpaw,68,Women's Bantamweight,2022-04-30,Shanna Young,L,KO/TKO,2,03:11,UFC Fight Night: Font vs. Vera,7,5,0,Mixed Martial Artist,USA,31,Orthodox,65,Women's Bantamweight,20.334710743801654,58.333333333333336,30,4,2022,7,5,0,58.333333333333336
5164,Gina Mazany,66,126,Mixed Martial Artist,USA,34,Southpaw,68,Women's Bantamweight,2021-05-15,Priscila Cachoeira,L,KO/TKO,2,04:51,UFC 262: Oliveira vs. Chandler,7,4,0,Striker,Brazil,34,Orthodox,65,Women's Flyweight,20.334710743801654,63.63636363636363,15,5,2021,9,3,0,75.0
5165,Gina Mazany,66,126,Mixed Martial Artist,USA,34,Southpaw,68,Women's Bantamweight,2020-11-28,Rachael Ostovich,W,KO/TKO,3,04:10,UFC Fight Night: Smith vs. Clark,6,4,0,Mixed Martial Artist,USA,31,Orthodox,62,Women's Flyweight,20.334710743801654,60.0,28,11,2020,4,5,0,44.44444444444444
5168,Gina Mazany,66,126,Mixed Martial Artist,USA,34,Southpaw,68,Women's Bantamweight,2019-03-02,Macy Chiasson,L,KO/TKO,1,01:49,UFC 235: Jones vs. Smith,5,2,0,Striker,USA,31,Orthodox,72,Women's Bantamweight,20.334710743801654,71.42857142857143,2,3,2019,4,0,0,100.0
5169,Gina Mazany,66,126,Mixed Martial Artist,USA,34,Southpaw,68,Women's Bantamweight,2018-05-27,Lina Lansberg,L,Decision - Unanimous,3,05:00,UFC Fight Night: Thompson vs. Till,5,1,0,Striker,Sweden,40,Orthodox,65,Women's Bantamweight,20.334710743801654,83.33333333333334,27,5,2018,7,3,0,70.0
5170,Gina Mazany,66,126,Mixed Martial Artist,USA,34,Southpaw,68,Women's Bantamweight,2017-11-25,Wu Yanan,W,Decision - Unanimous,3,05:00,UFC Fight Night: Bisping vs. Gastelum,4,1,0,Striker,China,26,Orthodox,66,Women's Flyweight,20.334710743801654,80.0,25,11,2017,11,1,0,91.66666666666666
5171,Gina Mazany,66,126,Mixed Martial Artist,USA,34,Southpaw,68,Women's Bantamweight,2017-02-19,Sara McMann,L,Submission,1,01:14,UFC Fight Night: Lewis vs. Browne,4,0,0,Wrestling,USA,42,Orthodox,66,Women's Bantamweight,20.334710743801654,100.0,19,2,2017,10,3,0,76.92307692307693
5180,Glaico Franca,72,170,Striker,Brazil,31,Orthodox,77,Lightweight,2018-07-01,Takashi Sato,W,Submission (Rear Naked Choke),4,01:15,Pancrase 297: Sato vs. Franca,19,5,0,Freestyle,Japan,32,Southpaw,73,Welterweight,23.053626543209877,79.16666666666666,1,7,2018,13,1,0,92.85714285714286
5187,Glaico Franca,72,170,Striker,Brazil,31,Orthodox,77,Lightweight,2016-04-23,James Vick,L,Decision - Unanimous,3,05:00,UFC 197: Jones vs. Saint Preux,14,3,0,Striker,USA,35,Orthodox,76,Welterweight,23.053626543209877,82.35294117647058,23,4,2016,8,0,0,100.0
